date,store,item,sales
2020-10-22,1,3,31
2020-10-23,1,3,24
2020-10-24,1,3,20
2020-10-25,1,3,19
2020-10-26,1,3,25
2020-10-27,1,3,36
2020-10-28,1,3,36
2020-10-29,1,3,39
2020-10-30,1,3,29
2020-10-31,1,3,24
2020-11-01,1,3,22
2020-11-02,1,3,31
2020-11-03,1,3,39
2020-11-04,1,3,42
2020-11-05,1,3,35
2020-11-06,1,3,33
2020-11-07,1,3,24
2020-11-08,1,3,29
2020-11-09,1,3,31
2020-11-10,1,3,32
2020-11-11,1,3,42
2020-11-12,1,3,39
2020-11-13,1,3,32
2020-11-14,1,3,27
2020-11-15,1,3,26
2020-11-16,1,3,31
2020-11-17,1,3,42
2020-11-18,1,3,44
2020-11-19,1,3,36
2020-11-20,1,3,36
2020-11-21,1,3,23
2020-11-22,1,3,26
2020-11-23,1,3,42
2020-11-24,1,3,45
2020-11-25,1,3,42
2020-11-26,1,3,40
2020-11-27,1,3,33
2020-11-28,1,3,17
2020-11-29,1,3,27
2020-11-30,1,3,37
2020-12-01,1,3,42
2020-12-02,1,3,46
2020-12-03,1,3,45
2020-12-04,1,3,33
2020-12-05,1,3,26
2020-12-06,1,3,33
2020-12-07,1,3,37
2020-12-08,1,3,44
2020-12-09,1,3,45
2020-12-10,1,3,52
2020-12-11,1,3,27
2020-12-12,1,3,30
2020-12-13,1,3,34
2020-12-14,1,3,37
2020-12-15,1,3,50
2020-12-16,1,3,52
2020-12-17,1,3,44
2020-12-18,1,3,37
2020-12-19,1,3,33
2020-12-20,1,3,35
2020-12-21,1,3,42
2020-12-22,1,3,48
2020-12-23,1,3,51
2020-12-24,1,3,49
2020-12-25,1,3,35
2020-12-26,1,3,31
2020-12-27,1,3,30
2020-12-28,1,3,47
2020-12-29,1,3,51
2020-12-30,1,3,54
2020-12-31,1,3,42
2021-01-01,1,3,48
2021-01-02,1,3,35
2021-01-03,1,3,39
2021-01-04,1,3,49
2021-01-05,1,3,48
2021-01-06,1,3,51
2021-01-07,1,3,50
2021-01-08,1,3,54
2021-01-09,1,3,40
2021-01-10,1,3,47
2021-01-11,1,3,52
2021-01-12,1,3,55
2021-01-13,1,3,51
2021-01-14,1,3,56
2021-01-15,1,3,39
2021-01-16,1,3,47
2021-01-17,1,3,43
2021-01-18,1,3,38
2021-01-19,1,3,54
2021-01-20,1,3,60
2021-01-21,1,3,52
2021-01-22,1,3,49
2021-01-23,1,3,39
2021-01-24,1,3,39
2021-01-25,1,3,50
2021-01-26,1,3,57
2021-01-27,1,3,57
2021-01-28,1,3,60
2021-01-29,1,3,45
2021-01-30,1,3,45
2021-01-31,1,3,46
2021-02-01,1,3,46
2021-02-02,1,3,53
2021-02-03,1,3,60
2021-02-04,1,3,64
2021-02-05,1,3,52
2021-02-06,1,3,39
2021-02-07,1,3,35
2021-02-08,1,3,57
2021-02-09,1,3,60
2021-02-10,1,3,66
2021-02-11,1,3,54
2021-02-12,1,3,52
2021-02-13,1,3,50
2021-02-14,1,3,47
2021-02-15,1,3,53
2021-02-16,1,3,62
2021-02-17,1,3,65
2021-02-18,1,3,59
2021-02-19,1,3,56
2021-02-20,1,3,46
2021-02-21,1,3,45
2021-02-22,1,3,64
2021-02-23,1,3,60
2021-02-24,1,3,62
2021-02-25,1,3,60
2021-02-26,1,3,54
2021-02-27,1,3,48
2021-02-28,1,3,51
2021-03-01,1,3,57
2021-03-02,1,3,64
2021-03-03,1,3,56
2021-03-04,1,3,69
2021-03-05,1,3,54
2021-03-06,1,3,52
2021-03-07,1,3,46
2021-03-08,1,3,56
2021-03-09,1,3,62
2021-03-10,1,3,72
2021-03-11,1,3,60
2021-03-12,1,3,58
2021-03-13,1,3,48
2021-03-14,1,3,51
2021-03-15,1,3,58
2021-03-16,1,3,70
2021-03-17,1,3,59
2021-03-18,1,3,57
2021-03-19,1,3,48
2021-03-20,1,3,47
2021-03-21,1,3,50
2021-03-22,1,3,53
2021-03-23,1,3,63
2021-03-24,1,3,59
2021-03-25,1,3,59
2021-03-26,1,3,61
2021-03-27,1,3,53
2021-03-28,1,3,54
2021-03-29,1,3,56
2021-03-30,1,3,60
2021-03-31,1,3,63
2021-04-01,1,3,63
2021-04-02,1,3,60
2021-04-03,1,3,55
2021-04-04,1,3,56
2021-04-05,1,3,57
2021-04-06,1,3,66
2021-04-07,1,3,66
2021-04-08,1,3,62
2021-04-09,1,3,64
2021-04-10,1,3,45
2021-04-11,1,3,52
2021-04-12,1,3,64
2021-04-13,1,3,60
2021-04-14,1,3,64
2021-04-15,1,3,61
2021-04-16,1,3,55
2021-04-17,1,3,45
2021-04-18,1,3,55
2021-04-19,1,3,62
2021-04-20,1,3,67
2021-04-21,1,3,63
2021-04-22,1,3,63
2021-04-23,1,3,52
2021-04-24,1,3,49
2021-04-25,1,3,61
2021-04-26,1,3,59
2021-04-27,1,3,60
2021-04-28,1,3,67
2021-04-29,1,3,56
2021-04-30,1,3,50
2021-05-01,1,3,46
2021-05-02,1,3,50
2021-05-03,1,3,61
2021-05-04,1,3,66
2021-05-05,1,3,67
2021-05-06,1,3,56
2021-05-07,1,3,51
2021-05-08,1,3,50
2021-05-09,1,3,48
2021-05-10,1,3,55
2021-05-11,1,3,64
2021-05-12,1,3,63
2021-05-13,1,3,60
2021-05-14,1,3,59
2021-05-15,1,3,47
2021-05-16,1,3,54
2021-05-17,1,3,58
2021-05-18,1,3,56
2021-05-19,1,3,58
2021-05-20,1,3,55
2021-05-21,1,3,48
2021-05-22,1,3,46
2021-05-23,1,3,50
2021-05-24,1,3,59
2021-05-25,1,3,61
2021-05-26,1,3,60
2021-05-27,1,3,49
2021-05-28,1,3,50
2021-05-29,1,3,45
2021-05-30,1,3,47
2021-05-31,1,3,61
2021-06-01,1,3,64
2021-06-02,1,3,63
2021-06-03,1,3,51
2021-06-04,1,3,46
2021-06-05,1,3,43
2021-06-06,1,3,42
2021-06-07,1,3,53
2021-06-08,1,3,58
2021-06-09,1,3,54
2021-06-10,1,3,58
2021-06-11,1,3,47
2021-06-12,1,3,35
2021-06-13,1,3,43
2021-06-14,1,3,50
2021-06-15,1,3,59
2021-06-16,1,3,55
2021-06-17,1,3,55
2021-06-18,1,3,46
2021-06-19,1,3,35
2021-06-20,1,3,36
2021-06-21,1,3,52
2021-06-22,1,3,58
2021-06-23,1,3,56
2021-06-24,1,3,56
2021-06-25,1,3,47
2021-06-26,1,3,41
2021-06-27,1,3,36
2021-06-28,1,3,53
2021-06-29,1,3,54
2021-06-30,1,3,52
2021-07-01,1,3,46
2021-07-02,1,3,42
2021-07-03,1,3,30
2021-07-04,1,3,41
2021-07-05,1,3,40
2021-07-06,1,3,51
2021-07-07,1,3,49
2021-07-08,1,3,46
2021-07-09,1,3,36
2021-07-10,1,3,34
2021-07-11,1,3,44
2021-07-12,1,3,48
2021-07-13,1,3,50
2021-07-14,1,3,49
2021-07-15,1,3,48
2021-07-16,1,3,42
2021-07-17,1,3,30
2021-07-18,1,3,34
2021-07-19,1,3,33
2021-07-20,1,3,51
2021-07-21,1,3,56
2021-07-22,1,3,44
2021-07-23,1,3,28
2021-07-24,1,3,34
2021-07-25,1,3,29
2021-07-26,1,3,36
2021-07-27,1,3,47
2021-07-28,1,3,47
2021-07-29,1,3,40
2021-07-30,1,3,32
2021-07-31,1,3,30
2021-08-01,1,3,30
2021-08-02,1,3,33
2021-08-03,1,3,42
2021-08-04,1,3,46
2021-08-05,1,3,39
2021-08-06,1,3,27
2021-08-07,1,3,32
2021-08-08,1,3,19
2021-08-09,1,3,34
2021-08-10,1,3,39
2021-08-11,1,3,44
2021-08-12,1,3,41
2021-08-13,1,3,36
2021-08-14,1,3,24
2021-08-15,1,3,31
2021-08-16,1,3,35
2021-08-17,1,3,34
2021-08-18,1,3,50
2021-08-19,1,3,32
2021-08-20,1,3,32
2021-08-21,1,3,27
2021-08-22,1,3,28
2021-08-23,1,3,31
2021-08-24,1,3,43
2021-08-25,1,3,35
2021-08-26,1,3,36
2021-08-27,1,3,27
2021-08-28,1,3,22
2021-08-29,1,3,28
2021-08-30,1,3,37
2021-08-31,1,3,37
2021-09-01,1,3,43
2021-09-02,1,3,36
2021-09-03,1,3,25
2021-09-04,1,3,23
2021-09-05,1,3,24
2021-09-06,1,3,29
2021-09-07,1,3,39
2021-09-08,1,3,40
2021-09-09,1,3,28
2021-09-10,1,3,21
2021-09-11,1,3,25
2021-09-12,1,3,21
2021-09-13,1,3,32
2021-09-14,1,3,40
2021-09-15,1,3,33
2021-09-16,1,3,28
2021-09-17,1,3,34
2021-09-18,1,3,24
2021-09-19,1,3,23
2021-09-20,1,3,27
2021-09-21,1,3,35
2021-09-22,1,3,33
2021-09-23,1,3,37
2021-09-24,1,3,24
2021-09-25,1,3,27
2021-09-26,1,3,22
2021-09-27,1,3,26
2021-09-28,1,3,35
2021-09-29,1,3,27
2021-09-30,1,3,33
2021-10-01,1,3,26
2021-10-02,1,3,26
2021-10-03,1,3,16
2021-10-04,1,3,35
2021-10-05,1,3,40
2021-10-06,1,3,43
2021-10-07,1,3,34
2021-10-08,1,3,31
2021-10-09,1,3,17
2021-10-10,1,3,27
2021-10-11,1,3,27
2021-10-12,1,3,30
2021-10-13,1,3,34
2021-10-14,1,3,34
2021-10-15,1,3,24
2021-10-16,1,3,24
2021-10-17,1,3,17
2021-10-18,1,3,22
2021-10-19,1,3,43
2021-10-20,1,3,42
2021-10-21,1,3,30
2021-10-22,1,3,28
2021-10-23,1,3,28
2021-10-24,1,3,27
2021-10-25,1,3,32
2021-10-26,1,3,42
2021-10-27,1,3,37
2021-10-28,1,3,36
2021-10-29,1,3,28
2021-10-30,1,3,23
2021-10-31,1,3,24
2021-11-01,1,3,33
2021-11-02,1,3,39
2021-11-03,1,3,36
2021-11-04,1,3,40
2021-11-05,1,3,26
2021-11-06,1,3,24
2021-11-07,1,3,26
2021-11-08,1,3,35
2021-11-09,1,3,31
2021-11-10,1,3,45
2021-11-11,1,3,35
2021-11-12,1,3,36
2021-11-13,1,3,25
2021-11-14,1,3,28
2021-11-15,1,3,42
2021-11-16,1,3,40
2021-11-17,1,3,48
2021-11-18,1,3,39
2021-11-19,1,3,34
2021-11-20,1,3,28
2021-11-21,1,3,33
2021-11-22,1,3,33
2021-11-23,1,3,39
2021-11-24,1,3,42
2021-11-25,1,3,41
2021-11-26,1,3,33
2021-11-27,1,3,32
2021-11-28,1,3,36
2021-11-29,1,3,34
2021-11-30,1,3,41
2021-12-01,1,3,40
2021-12-02,1,3,50
2021-12-03,1,3,36
2021-12-04,1,3,33
2021-12-05,1,3,27
2021-12-06,1,3,39
2021-12-07,1,3,48
2021-12-08,1,3,46
2021-12-09,1,3,48
2021-12-10,1,3,46
2021-12-11,1,3,29
2021-12-12,1,3,30
2021-12-13,1,3,37
2021-12-14,1,3,54
2021-12-15,1,3,53
2021-12-16,1,3,45
2021-12-17,1,3,39
2021-12-18,1,3,31
2021-12-19,1,3,40
2021-12-20,1,3,41
2021-12-21,1,3,48
2021-12-22,1,3,53
2021-12-23,1,3,46
2021-12-24,1,3,39
2021-12-25,1,3,36
2021-12-26,1,3,41
2021-12-27,1,3,51
2021-12-28,1,3,53
2021-12-29,1,3,56
2021-12-30,1,3,48
2021-12-31,1,3,39
2022-01-01,1,3,41
2022-01-02,1,3,40
2022-01-03,1,3,41
2022-01-04,1,3,52
2022-01-05,1,3,54
2022-01-06,1,3,49
2022-01-07,1,3,50
2022-01-08,1,3,42
2022-01-09,1,3,47
2022-01-10,1,3,49
2022-01-11,1,3,55
2022-01-12,1,3,53
2022-01-13,1,3,52
2022-01-14,1,3,46
2022-01-15,1,3,36
2022-01-16,1,3,41
2022-01-17,1,3,49
2022-01-18,1,3,58
2022-01-19,1,3,60
2022-01-20,1,3,52
2022-01-21,1,3,49
2022-01-22,1,3,43
2022-01-23,1,3,34
2022-01-24,1,3,50
2022-01-25,1,3,62
2022-01-26,1,3,53
2022-01-27,1,3,56
2022-01-28,1,3,55
2022-01-29,1,3,42
2022-01-30,1,3,47
2022-01-31,1,3,48
2022-02-01,1,3,66
2022-02-02,1,3,61
2022-02-03,1,3,58
2022-02-04,1,3,56
2022-02-05,1,3,49
2022-02-06,1,3,45
2022-02-07,1,3,52
2022-02-08,1,3,63
2022-02-09,1,3,60
2022-02-10,1,3,50
2022-02-11,1,3,52
2022-02-12,1,3,42
2022-02-13,1,3,56
2022-02-14,1,3,57
2022-02-15,1,3,59
2022-02-16,1,3,62
2022-02-17,1,3,53
2022-02-18,1,3,49
2022-02-19,1,3,53
2022-02-20,1,3,60
2022-02-21,1,3,60
2022-02-22,1,3,63
2022-02-23,1,3,64
2022-02-24,1,3,58
2022-02-25,1,3,63
2022-02-26,1,3,50
2022-02-27,1,3,61
2022-02-28,1,3,64
2022-03-01,1,3,58
2022-03-02,1,3,64
2022-03-03,1,3,60
2022-03-04,1,3,55
2022-03-05,1,3,51
2022-03-06,1,3,65
2022-03-07,1,3,55
2022-03-08,1,3,67
2022-03-09,1,3,70
2022-03-10,1,3,63
2022-03-11,1,3,57
2022-03-12,1,3,48
2022-03-13,1,3,54
2022-03-14,1,3,62
2022-03-15,1,3,68
2022-03-16,1,3,70
2022-03-17,1,3,69
2022-03-18,1,3,61
2022-03-19,1,3,53
2022-03-20,1,3,50
2022-03-21,1,3,58
2022-03-22,1,3,66
2022-03-23,1,3,69
2022-03-24,1,3,62
2022-03-25,1,3,53
2022-03-26,1,3,48
2022-03-27,1,3,48
2022-03-28,1,3,60
2022-03-29,1,3,61
2022-03-30,1,3,65
2022-03-31,1,3,63
2022-04-01,1,3,52
2022-04-02,1,3,55
2022-04-03,1,3,58
2022-04-04,1,3,59
2022-04-05,1,3,65
2022-04-06,1,3,71
2022-04-07,1,3,61
2022-04-08,1,3,54
2022-04-09,1,3,58
2022-04-10,1,3,58
2022-04-11,1,3,63
2022-04-12,1,3,71
2022-04-13,1,3,60
2022-04-14,1,3,69
2022-04-15,1,3,59
2022-04-16,1,3,57
2022-04-17,1,3,56
2022-04-18,1,3,60
2022-04-19,1,3,65
2022-04-20,1,3,69
2022-04-21,1,3,62
2022-04-22,1,3,60
2022-04-23,1,3,46
2022-04-24,1,3,51
2022-04-25,1,3,68
2022-04-26,1,3,63
2022-04-27,1,3,66
2022-04-28,1,3,59
2022-04-29,1,3,57
2022-04-30,1,3,48
2022-05-01,1,3,52
2022-05-02,1,3,62
2022-05-03,1,3,62
2022-05-04,1,3,70
2022-05-05,1,3,65
2022-05-06,1,3,59
2022-05-07,1,3,51
2022-05-08,1,3,65
2022-05-09,1,3,62
2022-05-10,1,3,65
2022-05-11,1,3,62
2022-05-12,1,3,61
2022-05-13,1,3,59
2022-05-14,1,3,56
2022-05-15,1,3,57
2022-05-16,1,3,60
2022-05-17,1,3,58
2022-05-18,1,3,66
2022-05-19,1,3,55
2022-05-20,1,3,47
2022-05-21,1,3,49
2022-05-22,1,3,51
2022-05-23,1,3,59
2022-05-24,1,3,63
2022-05-25,1,3,65
2022-05-26,1,3,54
2022-05-27,1,3,51
2022-05-28,1,3,41
2022-05-29,1,3,40
2022-05-30,1,3,57
2022-05-31,1,3,57
2022-06-01,1,3,65
2022-06-02,1,3,61
2022-06-03,1,3,47
2022-06-04,1,3,47
2022-06-05,1,3,44
2022-06-06,1,3,45
2022-06-07,1,3,59
2022-06-08,1,3,58
2022-06-09,1,3,53
2022-06-10,1,3,56
2022-06-11,1,3,37
2022-06-12,1,3,46
2022-06-13,1,3,47
2022-06-14,1,3,60
2022-06-15,1,3,59
2022-06-16,1,3,55
2022-06-17,1,3,43
2022-06-18,1,3,39
2022-06-19,1,3,47
2022-06-20,1,3,56
2022-06-21,1,3,57
2022-06-22,1,3,53
2022-06-23,1,3,53
2022-06-24,1,3,54
2022-06-25,1,3,40
2022-06-26,1,3,47
2022-06-27,1,3,44
2022-06-28,1,3,53
2022-06-29,1,3,57
2022-06-30,1,3,52
2022-07-01,1,3,40
2022-07-02,1,3,35
2022-07-03,1,3,43
2022-07-04,1,3,50
2022-07-05,1,3,58
2022-07-06,1,3,60
2022-07-07,1,3,49
2022-07-08,1,3,40
2022-07-09,1,3,42
2022-07-10,1,3,41
2022-07-11,1,3,40
2022-07-12,1,3,46
2022-07-13,1,3,53
2022-07-14,1,3,46
2022-07-15,1,3,39
2022-07-16,1,3,39
2022-07-17,1,3,39
2022-07-18,1,3,47
2022-07-19,1,3,40
2022-07-20,1,3,50
2022-07-21,1,3,48
2022-07-22,1,3,31
2022-07-23,1,3,30
2022-07-24,1,3,31
2022-07-25,1,3,40
2022-07-26,1,3,53
2022-07-27,1,3,56
2022-07-28,1,3,40
2022-07-29,1,3,38
2022-07-30,1,3,34
2022-07-31,1,3,34
2022-08-01,1,3,40
2022-08-02,1,3,46
2022-08-03,1,3,53
2022-08-04,1,3,46
2022-08-05,1,3,30
2022-08-06,1,3,33
2022-08-07,1,3,35
2022-08-08,1,3,39
2022-08-09,1,3,48
2022-08-10,1,3,45
2022-08-11,1,3,41
2022-08-12,1,3,33
2022-08-13,1,3,20
2022-08-14,1,3,30
2022-08-15,1,3,33
2022-08-16,1,3,37
2022-08-17,1,3,49
2022-08-18,1,3,41
2022-08-19,1,3,32
2022-08-20,1,3,25
2022-08-21,1,3,30
2022-08-22,1,3,39
2022-08-23,1,3,37
2022-08-24,1,3,42
2022-08-25,1,3,41
2022-08-26,1,3,23
2022-08-27,1,3,26
2022-08-28,1,3,26
2022-08-29,1,3,33
2022-08-30,1,3,38
2022-08-31,1,3,42
2022-09-01,1,3,44
2022-09-02,1,3,28
2022-09-03,1,3,26
2022-09-04,1,3,35
2022-09-05,1,3,31
2022-09-06,1,3,46
2022-09-07,1,3,40
2022-09-08,1,3,43
2022-09-09,1,3,32
2022-09-10,1,3,26
2022-09-11,1,3,26
2022-09-12,1,3,30
2022-09-13,1,3,39
2022-09-14,1,3,43
2022-09-15,1,3,35
2022-09-16,1,3,27
2022-09-17,1,3,23
2022-09-18,1,3,29
2022-09-19,1,3,37
2022-09-20,1,3,35
2022-09-21,1,3,37
2022-09-22,1,3,37
2022-09-23,1,3,34
2022-09-24,1,3,28
2022-09-25,1,3,20
2022-09-26,1,3,30
2022-09-27,1,3,34
2022-09-28,1,3,38
2022-09-29,1,3,41
2022-09-30,1,3,22
2022-10-01,1,3,17
2022-10-02,1,3,22
2022-10-03,1,3,33
2022-10-04,1,3,40
2022-10-05,1,3,41
2022-10-06,1,3,40
2022-10-07,1,3,21
2022-10-08,1,3,29
2022-10-09,1,3,24
2022-10-10,1,3,35
2022-10-11,1,3,33
2022-10-12,1,3,40
2022-10-13,1,3,36
2022-10-14,1,3,33
2022-10-15,1,3,18
2022-10-16,1,3,26
2022-10-17,1,3,28
2022-10-18,1,3,40
2022-10-19,1,3,43
2022-10-20,1,3,41
2022-10-21,1,3,27
2022-10-22,1,3,28
2022-10-23,1,3,32
2022-10-24,1,3,26
2022-10-25,1,3,42
2022-10-26,1,3,45
2022-10-27,1,3,35
2022-10-28,1,3,25
2022-10-29,1,3,29
2022-10-30,1,3,22
2022-10-31,1,3,33
2022-11-01,1,3,40
2022-11-02,1,3,44
2022-11-03,1,3,35
2022-11-04,1,3,28
2022-11-05,1,3,27
2022-11-06,1,3,32
2022-11-07,1,3,44
2022-11-08,1,3,35
2022-11-09,1,3,44
2022-11-10,1,3,34
2022-11-11,1,3,36
2022-11-12,1,3,24
2022-11-13,1,3,27
2022-11-14,1,3,33
2022-11-15,1,3,42
2022-11-16,1,3,45
2022-11-17,1,3,42
2022-11-18,1,3,33
2022-11-19,1,3,24
2022-11-20,1,3,34
2022-11-21,1,3,37
2022-11-22,1,3,48
2022-11-23,1,3,42
2022-11-24,1,3,35
2022-11-25,1,3,34
2022-11-26,1,3,36
2022-11-27,1,3,33
2022-11-28,1,3,38
2022-11-29,1,3,42
2022-11-30,1,3,54
2022-12-01,1,3,39
2022-12-02,1,3,33
2022-12-03,1,3,34
2022-12-04,1,3,26
2022-12-05,1,3,45
2022-12-06,1,3,49
2022-12-07,1,3,52
2022-12-08,1,3,47
2022-12-09,1,3,37
2022-12-10,1,3,29
2022-12-11,1,3,35
2022-12-12,1,3,38
2022-12-13,1,3,50
2022-12-14,1,3,53
2022-12-15,1,3,52
2022-12-16,1,3,41
2022-12-17,1,3,39
2022-12-18,1,3,36
2022-12-19,1,3,42
2022-12-20,1,3,52
2022-12-21,1,3,50
2022-12-22,1,3,49
2022-12-23,1,3,37
2022-12-24,1,3,34
2022-12-25,1,3,42
2022-12-26,1,3,49
2022-12-27,1,3,48
2022-12-28,1,3,56
2022-12-29,1,3,48
2022-12-30,1,3,43
2022-12-31,1,3,45
2018-01-01,1,4,46
2018-01-02,1,4,42
2018-01-03,1,4,42
2018-01-04,1,4,39
2018-01-05,1,4,34
2018-01-06,1,4,22
2018-01-07,1,4,32
2018-01-08,1,4,38
2018-01-09,1,4,49
2018-01-10,1,4,49
2018-01-11,1,4,42
2018-01-12,1,4,40
2018-01-13,1,4,36
2018-01-14,1,4,32
2018-01-15,1,4,40
2018-01-16,1,4,39
2018-01-17,1,4,46
2018-01-18,1,4,43
2018-01-19,1,4,39
2018-01-20,1,4,31
2018-01-21,1,4,35
2018-01-22,1,4,38
2018-01-23,1,4,51
2018-01-24,1,4,53
2018-01-25,1,4,49
2018-01-26,1,4,41
2018-01-27,1,4,31
2018-01-28,1,4,36
2018-01-29,1,4,43
2018-01-30,1,4,50
2018-01-31,1,4,54
2018-02-01,1,4,55
2018-02-02,1,4,46
2018-02-03,1,4,34
2018-02-04,1,4,43
2018-02-05,1,4,49
2018-02-06,1,4,50
2018-02-07,1,4,58
2018-02-08,1,4,50
2018-02-09,1,4,38
2018-02-10,1,4,42
2018-02-11,1,4,43
2018-02-12,1,4,47
2018-02-13,1,4,54
2018-02-14,1,4,53
2018-02-15,1,4,55
2018-02-16,1,4,45
2018-02-17,1,4,42
2018-02-18,1,4,44
2018-02-19,1,4,45
2018-02-20,1,4,52
2018-02-21,1,4,49
2018-02-22,1,4,56
2018-02-23,1,4,42
2018-02-24,1,4,43
2018-02-25,1,4,46
2018-02-26,1,4,53
2018-02-27,1,4,52
2018-02-28,1,4,58
2018-03-01,1,4,61
2018-03-02,1,4,55
2018-03-03,1,4,47
2018-03-04,1,4,47
2018-03-05,1,4,48
2018-03-06,1,4,61
2018-03-07,1,4,59
2018-03-08,1,4,58
2018-03-09,1,4,46
2018-03-10,1,4,44
2018-03-11,1,4,47
2018-03-12,1,4,53
2018-03-13,1,4,61
2018-03-14,1,4,58
2018-03-15,1,4,51
2018-03-16,1,4,56
2018-03-17,1,4,55
2018-03-18,1,4,48
2018-03-19,1,4,48
2018-03-20,1,4,56
2018-03-21,1,4,63
2018-03-22,1,4,62
2018-03-23,1,4,45
2018-03-24,1,4,45
2018-03-25,1,4,48
2018-03-26,1,4,57
2018-03-27,1,4,58
2018-03-28,1,4,55
2018-03-29,1,4,59
2018-03-30,1,4,54
2018-03-31,1,4,45
2018-04-01,1,4,49
2018-04-02,1,4,52
2018-04-03,1,4,56
2018-04-04,1,4,65
2018-04-05,1,4,59
2018-04-06,1,4,52
2018-04-07,1,4,52
2018-04-08,1,4,43
2018-04-09,1,4,51
2018-04-10,1,4,60
2018-04-11,1,4,59
2018-04-12,1,4,60
2018-04-13,1,4,49
2018-04-14,1,4,41
2018-04-15,1,4,47
2018-04-16,1,4,54
2018-04-17,1,4,63
2018-04-18,1,4,62
2018-04-19,1,4,58
2018-04-20,1,4,51
2018-04-21,1,4,44
2018-04-22,1,4,44
2018-04-23,1,4,54
2018-04-24,1,4,57
2018-04-25,1,4,67
2018-04-26,1,4,61
2018-04-27,1,4,51
2018-04-28,1,4,46
2018-04-29,1,4,45
2018-04-30,1,4,47
2018-05-01,1,4,57
2018-05-02,1,4,60
2018-05-03,1,4,56
2018-05-04,1,4,50
2018-05-05,1,4,47
2018-05-06,1,4,42
2018-05-07,1,4,48
2018-05-08,1,4,63
2018-05-09,1,4,62
2018-05-10,1,4,53
2018-05-11,1,4,47
2018-05-12,1,4,42
2018-05-13,1,4,44
2018-05-14,1,4,52
2018-05-15,1,4,66
2018-05-16,1,4,58
2018-05-17,1,4,56
2018-05-18,1,4,39
2018-05-19,1,4,39
2018-05-20,1,4,48
2018-05-21,1,4,50
2018-05-22,1,4,37
2018-05-23,1,4,59
2018-05-24,1,4,59
2018-05-25,1,4,37
2018-05-26,1,4,46
2018-05-27,1,4,30
2018-05-28,1,4,51
2018-05-29,1,4,53
2018-05-30,1,4,45
2018-05-31,1,4,52
2018-06-01,1,4,48
2018-06-02,1,4,40
2018-06-03,1,4,42
2018-06-04,1,4,44
2018-06-05,1,4,45
2018-06-06,1,4,56
2018-06-07,1,4,56
2018-06-08,1,4,46
2018-06-09,1,4,29
2018-06-10,1,4,32
2018-06-11,1,4,41
2018-06-12,1,4,44
2018-06-13,1,4,52
2018-06-14,1,4,49
2018-06-15,1,4,34
2018-06-16,1,4,38
2018-06-17,1,4,39
2018-06-18,1,4,40
2018-06-19,1,4,48
2018-06-20,1,4,42
2018-06-21,1,4,44
2018-06-22,1,4,38
2018-06-23,1,4,34
2018-06-24,1,4,36
2018-06-25,1,4,42
2018-06-26,1,4,46
2018-06-27,1,4,49
2018-06-28,1,4,48
2018-06-29,1,4,36
2018-06-30,1,4,33
2018-07-01,1,4,32
2018-07-02,1,4,37
2018-07-03,1,4,47
2018-07-04,1,4,44
2018-07-05,1,4,44
2018-07-06,1,4,35
2018-07-07,1,4,29
2018-07-08,1,4,30
2018-07-09,1,4,35
2018-07-10,1,4,37
2018-07-11,1,4,46
2018-07-12,1,4,41
2018-07-13,1,4,36
2018-07-14,1,4,26
2018-07-15,1,4,37
2018-07-16,1,4,34
2018-07-17,1,4,38
2018-07-18,1,4,39
2018-07-19,1,4,32
2018-07-20,1,4,38
2018-07-21,1,4,32
2018-07-22,1,4,31
2018-07-23,1,4,31
2018-07-24,1,4,47
2018-07-25,1,4,40
2018-07-26,1,4,36
2018-07-27,1,4,36
2018-07-28,1,4,28
2018-07-29,1,4,35
2018-07-30,1,4,34
2018-07-31,1,4,37
2018-08-01,1,4,37
2018-08-02,1,4,28
2018-08-03,1,4,27
2018-08-04,1,4,28
2018-08-05,1,4,27
2018-08-06,1,4,31
2018-08-07,1,4,33
2018-08-08,1,4,39
2018-08-09,1,4,38
2018-08-10,1,4,29
2018-08-11,1,4,23
2018-08-12,1,4,20
2018-08-13,1,4,33
2018-08-14,1,4,23
2018-08-15,1,4,39
2018-08-16,1,4,43
2018-08-17,1,4,20
2018-08-18,1,4,20
2018-08-19,1,4,22
2018-08-20,1,4,27
2018-08-21,1,4,39
2018-08-22,1,4,38
2018-08-23,1,4,32
2018-08-24,1,4,28
2018-08-25,1,4,20
2018-08-26,1,4,34
2018-08-27,1,4,28
2018-08-28,1,4,34
2018-08-29,1,4,28
2018-08-30,1,4,28
2018-08-31,1,4,28
2018-09-01,1,4,14
2018-09-02,1,4,12
2018-09-03,1,4,27
2018-09-04,1,4,38
2018-09-05,1,4,34
2018-09-06,1,4,28
2018-09-07,1,4,15
2018-09-08,1,4,20
2018-09-09,1,4,22
2018-09-10,1,4,19
2018-09-11,1,4,37
2018-09-12,1,4,37
2018-09-13,1,4,34
2018-09-14,1,4,25
2018-09-15,1,4,20
2018-09-16,1,4,21
2018-09-17,1,4,29
2018-09-18,1,4,24
2018-09-19,1,4,27
2018-09-20,1,4,26
2018-09-21,1,4,21
2018-09-22,1,4,19
2018-09-23,1,4,20
2018-09-24,1,4,30
2018-09-25,1,4,36
2018-09-26,1,4,30
2018-09-27,1,4,30
2018-09-28,1,4,18
2018-09-29,1,4,17
2018-09-30,1,4,20
2018-10-01,1,4,12
2018-10-02,1,4,41
